SPP;Família;Gênero;país;Estado;Município;Longitude;Latitude;Referência
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;SP;São Paulo;-46.652;-23.677;12898
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;PE;Recife;-34.9;-8.053;12898
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;ES;Conceição da Barra;-39.78;-18.593;12898
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;SP;Ilha Seca;-51.508;-20.646;15473
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;SP;Teodoro Sampaio;-52.175;-22.661;15473
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;SP;Promissão;-49.857;-21.535;15473
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;SP;São Paulo;-46.652;-23.677;12898
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;RO;Porto Velho;-63.903;-8.761;22665
Nephepeltia phryne;Libellulidae;Nephepeltia;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;16701
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;ES;São João de Petrópolis;-40.6777;-19.8166;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;ES;Santa Teresa;-40.6;-19.85;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;ES;Linhares;-40.072;-19.391;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;ES;Colatina;-40.63;-19.539;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RJ;Rio Claro;-44.135;-22.723;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;SP;Rio Claro;-47.527;-22.406;15473
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RJ;Marambaia;-43.5833;-23.0333;20805
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RJ;Ilha da Marambaia;-43.966;-23.066;14493
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-43.941;-19.534;17261
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;8323
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RR;Boa Vista;-60.673;2.819;8323
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;RO;Samuel;-63.903;-8.761;8323
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;AM;Taraquá;-68.03;0.21;8323
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;MG;Santa Barbara;-43.415;-19.959;8323
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;PE;Cabo;-35.035;-8.286;12898
Oligoclada abbreviata;Libellulidae;Oligoclada;Brasil;BA;Araci;-38.966;-11.333;12898
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;SP;Promissão;-49.857;-21.535;15473
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;SP;Lins;-49.813;-21.736;15473
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;PA;Santarém;-54.7;-2.566;7211
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;22665
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada amphinome;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada borrori;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.033;-22.033;3107
Oligoclada borrori;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.033;-22.033;1593
Oligoclada borrori;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;12898
Oligoclada borrori;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Oligoclada calverti;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-43.889;-19.627;3140
Oligoclada calverti;Libellulidae;Oligoclada;Brasil;MG;Paraopeba;-44.3;-19.2;3140
Oligoclada calverti;Libellulidae;Oligoclada;Brasil;MG;Vespasiano;-43.923;-19.691;3140
Oligoclada calverti;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-43.889;-19.627;12898
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;MS;;-53.1927;-19.0244;21696
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;22662
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;MS;;-51.54;-19.8252;21696
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada crocogaster;Libellulidae;Oligoclada;Brasil;PA;Barcarena;-48.7466;-1.5661;23798
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;MS;Bodoquena;-56.7527;-20.6947;23646
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RJ;Silva Jardim;-42.3;-22.633;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;MG;Governador Valadares;-41.949;-18.851;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Oligoclada laetitia;Libellulidae;Oligoclada;Argentina;ARG;Buenos Aires;-58.5966;-34.4258;20750
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Rio Claro;-47.6122;-22.4091;23088
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Bagé;-54.106;-31.331;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Santa Maria;-53.806;-29.684;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Porto Alegre;-51.23;-30.033;7211
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;MS;Corumbá;-57.04;-19.532;17114
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Rio Claro;-47.527;-22.406;15473
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Salesópolis;-45.847;-23.531;15473
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;MG;Governador Valadares;-41.949;-18.851;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RJ;Silva Jardim;-42.3;-22.633;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Bagé;-54.106;-31.331;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;RS;Santa Maria;-53.806;-29.684;17200
Oligoclada laetitia;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;17200
Oligoclada monosticha;Libellulidae;Oligoclada;Brasil;AC;Cruzeiro do Sul;-72.766;-7.516;1174
Oligoclada nemesis;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.033;-22.033;1593
Oligoclada nemesis;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-43.889;-19.627;1570
Oligoclada nemesis;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-44.716;-19.641;14856
Oligoclada nemesis;Libellulidae;Oligoclada;Brasil;MG;Lagoa Santa;-43.889;-19.627;3106
Oligoclada nemesis;Libellulidae;Oligoclada;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;MT;Salobra;-56.366;-20.233;1739
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;MT;Salobra;-56.366;-20.233;1739
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;MT;Cuiabá;-56;-15.5;6653
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;PA;Itaituba;-55.983;-4.276;7211
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;MS;;-51.0516;-19.2841;21696
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;RO;Porto Velho;-63.903;-8.761;7211
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada pachystigma;Libellulidae;Oligoclada;Brasil;SP;São Carlos;-47.89;-22.017;15473
Oligoclada risi;Libellulidae;Oligoclada;Venezuela;VEN;San Francisco de Las Babas - Caroni;-65.6411;7.7544;19191
Oligoclada stenoptera;Libellulidae;Oligoclada;Brasil;RO;Abunã;-65.365;-9.7;7211
Oligoclada stenoptera;Libellulidae;Oligoclada;Brasil;RO;Abunã;-65.365;-9.7;22662
Oligoclada stenoptera;Libellulidae;Oligoclada;Brasil;PA;Santarém;-54.7;-2.566;7211
Oligoclada sylvia;Libellulidae;Oligoclada;Brasil;AM;Carvoeiro;-62;-1.45;7211
Oligoclada sylvia;Libellulidae;Oligoclada;Brasil;AM;Tefé;-64.711;-3.354;7211
Oligoclada walkeri;Libellulidae;Oligoclada;Brasil;AM;Tefé;-64.711;-3.354;7211
Oligoclada walkeri;Libellulidae;Oligoclada;Brasil;RO;Abunã;-65.365;-9.7;7211
Oligoclada walkeri;Libellulidae;Oligoclada;Brasil;AM;Moura;-61.86;-1.61;7211
Oligoclada walkeri;Libellulidae;Oligoclada;Brasil;PA;Itaituba;-55.983;-4.276;7211
Oligoclada walkeri;Libellulidae;Oligoclada;Brasil;PA;Belém;-48.504;-1.44;7211
Oligoclada xanthopleura;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;7211
Oligoclada xanthopleura;Libellulidae;Oligoclada;Brasil;AM;Manaus;-60.025;-3.101;22662
Orionothemis felixorioni;Libellulidae;Orionothemis;Brasil;BA;Luis Eduardo Magalhães;-45.8833;-12.4833;23852
Orionothemis felixorioni;Libellulidae;Orionothemis;Brasil;BA;Luis Eduardo Magalhães;-45.8833;-12.4833;23852
Orionothemis felixorioni;Libellulidae;Orionothemis;Brasil;BA;Luis Eduardo Magalhães;-45.8833;-12.4833;23852
Orionothemis felixorioni;Libellulidae;Orionothemis;Brasil;BA;Luis Eduardo Magalhães;-45.8833;-12.4833;23852
Orthemis aequilibris;Libellulidae;Orthemis;Brasil;MS;;-53.1927;-19.0244;21696
Orthemis aequilibris;Libellulidae;Orthemis;Brasil;MS;;-51.0516;-19.2841;21696
Orthemis aequilibris;Libellulidae;Orthemis;Brasil;PA;Barcarena;-48.7636;-1.5741;23798
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Magé;-43.033;-22.666;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;ES;Santa Teresa;-40.539;-19.965;23173
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Tinguá;-44;-22.573;1802
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1734
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Ilha da Marambaia;-43.966;-23.066;14493
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1732
Orthemis ambinigra;Libellulidae;Orthemis;Uruguai;URU;Tranqueras;-55.7622;-31.1777;23965
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;ES;Colatina;-40.63;-19.539;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;BA;Caravelas;-39.265;-17.731;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;PE;Igaraçu;-34.906;-7.834;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1732
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Tinguá;-44;-22.573;1155
Orthemis ambinigra;Libellulidae;Orthemis;Brasil;RJ;Barra de Itabapoana;-40.98;-21.3;1732
Orthemis ambirufa;Libellulidae;Orthemis;Brasil;MT;Chapada;-55.749;-15.46;6653
Orthemis biolleyi;Libellulidae;Orthemis;Brasil;PA;Barcarena;-48.6936;-1.5788;23798
Orthemis biolleyi;Libellulidae;Orthemis;Brasil;MT;Diamantino;-57.5;-14.5;6653
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;SP;Ilha Seca;-51.508;-20.646;15473
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;RO;Porto Velho;-63.903;-8.761;22665
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;GO;Goiânia;-49.253;-16.678;25488
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;AC;Cruzeiro do Sul;-72.766;-7.516;1174
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;AC;Senador Guiomard;-67.6167;-10.067;25618
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;AC;Senador Guiomard;-67.6167;-10.067;25618
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;SP;Igarapava;-47.746;-20.038;15473
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;PA;Belém;-48.504;-1.44;16698
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;MT;Diamantino;-57.5;-14.5;6653
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;AM;São Paulo de Olivença;-68.672;-3.378;16698
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;RJ;Tinguá;-44;-22.573;1155
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;SP;Ilha Seca;-51.508;-20.646;16698
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;RJ;Magé;-43.033;-22.666;1143
Orthemis cultriformis;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;16698
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-51.8961;-19.5702;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Ilha Seca;-51.508;-20.646;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Ilha Grande;-42.82;-22.92;14493
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Santos;-46.472;-23.993;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Rio Claro;-47.527;-22.406;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Promissão;-49.857;-21.535;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;São Sebastião;-45.527;-23.822;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Maricá;-42.833;-22.933;14493
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Baguaçu;-49.071;-20.689;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;14493
Orthemis discolor;Libellulidae;Orthemis;Brasil;MG;Marliéria;-42.772;-19.782;16047
Orthemis discolor;Libellulidae;Orthemis;Brasil;MG;Viçosa;-42.8833;-20.7797;16047
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Taubaté;-45.608;-23.113;15473
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Valença;-43.7013;-22.2419;24174
Orthemis discolor;Libellulidae;Orthemis;Brasil;MA;Timon;-34.9333;-8.0166;23803
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;Bodoquena;-56.7769;-20.7058;23646
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Rio Claro;-47.527;-22.406;1174
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-51.8961;-19.5702;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-51.8961;-19.5702;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-52.8741;-19.0494;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Maricá;-42.833;-22.933;14493
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-52.7938;-18.3563;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;MG;Divinópolis;-44.8893;-20.1379;23640
Orthemis discolor;Libellulidae;Orthemis;Brasil;PE;Recife;-34.9;-8.053;19487
Orthemis discolor;Libellulidae;Orthemis;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;16701
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Luis Antônio;-47.8;-21.583;17548
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Tinguá;-44;-22.573;1802
Orthemis discolor;Libellulidae;Orthemis;Brasil;MG;Lagoa Santa;-44.716;-19.641;14856
Orthemis discolor;Libellulidae;Orthemis;Brasil;CE;Quixadá;-41.0116;-3.3544;1734
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1734
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-52.8741;-19.0494;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;SP;Ilha Seca;-51.508;-20.646;1739
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis discolor;Libellulidae;Orthemis;Brasil;MT;Diamantino;-57.5;-14.5;6653
Orthemis discolor;Libellulidae;Orthemis;Brasil;MT;Cuiabá;-56;-15.5;6653
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Ilha da Marambaia;-43.966;-23.066;14493
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Rio de Janeiro;-43.207;-22.92;1711
Orthemis discolor;Libellulidae;Orthemis;Brasil;MG;Lagoa Santa;-43.941;-19.534;17261
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;Bodoquena;-56.715;-20.538;1739
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;Bodoquena;-56.75;-20.6666;23646
Orthemis discolor;Libellulidae;Orthemis;Brasil;MS;;-51.0516;-19.2841;21696
Orthemis discolor;Libellulidae;Orthemis;Brasil;RJ;Itatiaia;-44.563;-22.496;16703
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;PA;Barcarena;-48.7636;-1.5741;23798
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-51.0516;-19.2841;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;São Francisco de Paula;-50.5836;-29.448;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-51.8961;-19.5702;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RO;Porto Velho;-63.903;-8.761;22665
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-51.54;-19.8252;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-52.783;-19.1883;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-51.0516;-19.2841;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MS;;-52.7938;-18.3563;21696
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RJ;Maricá;-42.833;-22.933;2216
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MG;Poços de Caldas;-46.55;-21.766;16702
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MG;Poços de Caldas;-46.6;-21.75;16702
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;MG;Poços de Caldas;-46.6;-21.75;16702
Orthemis ferruginea;Libellulidae;Orthemis;Brasil;RJ;Maricá;-42.833;-22.933;2216
Orthemis nodiplaga;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis nodiplaga;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis nodiplaga;Libellulidae;Orthemis;Uruguai;URU;Zapucai;-55.3338;-31.7836;23965
Orthemis nodiplaga;Libellulidae;Orthemis;Brasil;RS;Santa Maria;-53.806;-29.684;16706
Orthemis plaumanni;Libellulidae;Orthemis;Brasil;SP;Itapetininga;-48.175;-23.605;15473
Orthemis schmidti;Libellulidae;Orthemis;Brasil;MA;Timon;-34.9333;-8.0166;23803
Orthemis schmidti;Libellulidae;Orthemis;Brasil;MA;Timon;-42.836;-5.094;25607
Orthemis schmidti;Libellulidae;Orthemis;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Orthemis schmidti;Libellulidae;Orthemis;Brasil;MS;Bodoquena;-56.75;-20.6666;23646
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Ilha Grande;-42.82;-22.92;14493
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Maricá;-42.833;-22.933;2216
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Maricá;-42.833;-22.933;2216
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;16701
Pantala flavescens;Libellulidae;Pantala;Brasil;RR;Ilha de Maracá;-61.666;3.416;10285
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Maricá;-42.833;-22.933;14493
Pantala flavescens;Libellulidae;Pantala;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Pantala flavescens;Libellulidae;Pantala;Brasil;PE;Recife;-34.9;-8.053;19487
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Maricá;-42.833;-22.933;14493
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Recreio dos Bandeirantes;-43.207;-22.92;14493
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Maricá;-42.818;-22.919;1146
Pantala flavescens;Libellulidae;Pantala;Brasil;SP;Rio Claro;-47.527;-22.406;15473
Pantala flavescens;Libellulidae;Pantala;Brasil;RS;Porto Alegre;-51.23;-30.033;1688
Pantala flavescens;Libellulidae;Pantala;Brasil;SP;Lins;-49.813;-21.736;15473
Pantala flavescens;Libellulidae;Pantala;Brasil;PE;Fernando de Noronha;-32.3667;-3.8;25608
Pantala flavescens;Libellulidae;Pantala;Brasil;SP;Pirassununga;-47.424;-21.997;15473
Pantala flavescens;Libellulidae;Pantala;Brasil;MG;São João del Rey;-44.261;-21.135;1599
Pantala flavescens;Libellulidae;Pantala;Brasil;MG;Viçosa;-42.8833;-20.7797;16047
Pantala flavescens;Libellulidae;Pantala;Brasil;SP;Pindamonhangaba;-45.561;-23.008;15473
Pantala flavescens;Libellulidae;Pantala;Brasil;MS;;-52.783;-19.1883;21696
Pantala flavescens;Libellulidae;Pantala;Brasil;MA;Timon;-34.9333;-8.0166;23803
Pantala flavescens;Libellulidae;Pantala;Brasil;MS;Bodoquena;-56.75;-20.6666;23646
Pantala flavescens;Libellulidae;Pantala;Brasil;MG;Itaúna;-44.5756;-20.0737;23640
Pantala flavescens;Libellulidae;Pantala;Brasil;MG;Divinópolis;-44.8893;-20.1379;23640
Pantala flavescens;Libellulidae;Pantala;Brasil;AC;Cruzeiro do Sul;-72.766;-7.516;1174
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Marambaia;-43.5833;-23.0333;20805
Pantala flavescens;Libellulidae;Pantala;Brasil;RJ;Marambaia;-43.9761;-23.0608;20805
Pantala flavescens;Libellulidae;Pantala;Brasil;MS;;-51.8961;-19.5702;21696
Pantala flavescens;Libellulidae;Pantala;Brasil;MS;;-51.54;-19.8252;21696
